url,slug,lastmod,title,date_published,date_modified,author,status,output_dir,error
https://www.seobythesea.com/2007/04/yahoo-podcasting-and-media-tagging-patent-applications/,yahoo-podcasting-and-media-tagging-patent-applications,2009-07-15T14:22:58+00:00,Yahoo Podcasting and Media Tagging Patent Applications,2007-04-05T17:20:06+00:00,2009-07-15T10:22:58+00:00,Bill Slawski,archived,archive/posts/yahoo-podcasting-and-media-tagging-patent-applications,
https://www.seobythesea.com/2009/09/does-the-ownership-of-redirected-urls-matter-to-search-engines/,does-the-ownership-of-redirected-urls-matter-to-search-engines,2009-09-18T16:42:41+00:00,Does the Ownership of Redirected URLs Matter to Search Engines?,2009-09-10T20:38:32+00:00,2009-09-18T12:42:41+00:00,Bill Slawski,archived,archive/posts/does-the-ownership-of-redirected-urls-matter-to-search-engines,
https://www.seobythesea.com/2009/11/patent-shows-google-book-scanning-a-musical-process/,patent-shows-google-book-scanning-a-musical-process,2009-11-17T20:19:32+00:00,Patent Shows Google Book Scanning a Musical Process,2009-11-17T16:19:32+00:00,2009-11-17T16:19:32+00:00,Bill Slawski,archived,archive/posts/patent-shows-google-book-scanning-a-musical-process,
https://www.seobythesea.com/2006/12/yahoos-universal-advertisement-services-architecture/,yahoos-universal-advertisement-services-architecture,2010-01-13T18:43:10+00:00,Yahoo's Universal Advertisement Services Architecture,2006-12-14T23:36:28+00:00,2010-01-13T14:43:10+00:00,Bill Slawski,archived,archive/posts/yahoos-universal-advertisement-services-architecture,
https://www.seobythesea.com/2006/06/googles-holy-grail-of-shopping/,googles-holy-grail-of-shopping,2010-01-13T18:56:10+00:00,Google's Holy Grail of Shopping?,2006-06-30T17:02:03+00:00,2010-01-13T14:56:10+00:00,Bill Slawski,archived,archive/posts/googles-holy-grail-of-shopping,
https://www.seobythesea.com/2007/06/should-a-search-engine-sell-business-intelligence-gathered-from-searchers-queries/,should-a-search-engine-sell-business-intelligence-gathered-from-searchers-queries,2010-01-13T19:11:21+00:00,Should a Search Engine Sell Business Intelligence Gathered from Searchers' Queries?,2007-06-15T02:32:02+00:00,2010-01-13T15:11:21+00:00,Bill Slawski,archived,archive/posts/should-a-search-engine-sell-business-intelligence-gathered-from-searchers-queries,
https://www.seobythesea.com/2010/03/playing-the-odds-how-probable-meanings-may-influence-search-engine-rankings/,playing-the-odds-how-probable-meanings-may-influence-search-engine-rankings,2010-03-20T00:28:26+00:00,Playing the Odds: How Probable Meanings May Influence Search Engine Rankings,2010-03-19T20:26:41+00:00,2010-03-19T20:28:26+00:00,Bill Slawski,archived,archive/posts/playing-the-odds-how-probable-meanings-may-influence-search-engine-rankings,
https://www.seobythesea.com/2010/07/bings-categorized-search-results/,bings-categorized-search-results,2010-07-12T11:04:07+00:00,Bing's Categorized Search Results,2010-07-06T13:02:11+00:00,2010-07-12T07:04:07+00:00,Bill Slawski,archived,archive/posts/bings-categorized-search-results,
https://www.seobythesea.com/2010/10/does-bing-time-shift-search-results/,does-bing-time-shift-search-results,2010-10-29T16:40:45+00:00,Does Bing Time Shift Search Results?,2010-10-08T13:48:00+00:00,2010-10-29T12:40:45+00:00,Bill Slawski,archived,archive/posts/does-bing-time-shift-search-results,
https://www.seobythesea.com/2007/03/google-games-patent-filing-on-targeted-advertisements/,google-games-patent-filing-on-targeted-advertisements,2011-07-23T15:39:00+00:00,Google Games Patent Filing on Targeted Advertisements,2007-03-29T09:30:02+00:00,2011-07-23T11:39:00+00:00,Bill Slawski,archived,archive/posts/google-games-patent-filing-on-targeted-advertisements,
https://www.seobythesea.com/2010/01/facebook-patent-filings/,facebook-patent-filings,2011-07-23T18:24:24+00:00,Facebook Patent Filings (Updated),2010-01-24T23:30:06+00:00,2011-07-23T14:24:24+00:00,Bill Slawski,archived,archive/posts/facebook-patent-filings,
https://www.seobythesea.com/2006/04/adding-more-factors-to-microsofts-sliders/,adding-more-factors-to-microsofts-sliders,2011-07-24T02:52:47+00:00,Adding more factors to Microsoft's sliders,2006-04-11T00:32:14+00:00,2011-07-23T22:52:47+00:00,Bill Slawski,archived,archive/posts/adding-more-factors-to-microsofts-sliders,
https://www.seobythesea.com/2007/07/14-ways-to-use-a-google-visual-mobile-search-system/,14-ways-to-use-a-google-visual-mobile-search-system,2011-07-30T03:49:05+00:00,14 Ways to Use a Google Visual Mobile Search System,2007-07-13T02:06:22+00:00,2011-07-29T23:49:05+00:00,Bill Slawski,archived,archive/posts/14-ways-to-use-a-google-visual-mobile-search-system,
https://www.seobythesea.com/2007/07/why-sometimes-best-search-results-arent-always-top-search-results/,why-sometimes-best-search-results-arent-always-top-search-results,2012-02-19T03:17:34+00:00,Why Sometimes Best Search Results aren't Always Top Search Results,2007-07-27T00:58:50+00:00,2012-02-18T22:17:34+00:00,Bill Slawski,archived,archive/posts/why-sometimes-best-search-results-arent-always-top-search-results,
https://www.seobythesea.com/2006/09/should-a-search-engine-determine-the-legitimacy-of-advertisers-and-content-providers/,should-a-search-engine-determine-the-legitimacy-of-advertisers-and-content-providers,2012-06-10T03:03:13+00:00,Google's Legitimacy Ratings: Should a Search Engine Determine the Legitimacy of Advertisers and Content Providers?,2006-09-07T19:06:32+00:00,2012-06-09T22:03:13+00:00,Bill Slawski,archived,archive/posts/should-a-search-engine-determine-the-legitimacy-of-advertisers-and-content-providers,
https://www.seobythesea.com/2007/01/googles-scoring-for-content-relevant-advertisements/,googles-scoring-for-content-relevant-advertisements,2012-06-10T03:28:11+00:00,Google's Scoring for Content-Relevant Advertisements,2007-01-18T05:34:35+00:00,2012-06-09T22:28:11+00:00,Bill Slawski,archived,archive/posts/googles-scoring-for-content-relevant-advertisements,
https://www.seobythesea.com/2010/05/google-word-completion-and-search-query-suggestions-from-social-network-connections/,google-word-completion-and-search-query-suggestions-from-social-network-connections,2012-06-10T15:52:46+00:00,Google Word Completion and Search Query Suggestions from Social Network Connections?,2010-05-17T12:26:42+00:00,2012-06-10T10:52:46+00:00,Bill Slawski,archived,archive/posts/google-word-completion-and-search-query-suggestions-from-social-network-connections,
https://www.seobythesea.com/2010/03/google-microsoft-and-yahoo-patents-on-interpreting-dynamic-page-urls/,google-microsoft-and-yahoo-patents-on-interpreting-dynamic-page-urls,2012-06-10T16:02:50+00:00,"Google, Microsoft, and Yahoo Patents on Interpreting Dynamic Page URLs",2010-03-16T15:49:09+00:00,2012-06-10T11:02:50+00:00,Bill Slawski,archived,archive/posts/google-microsoft-and-yahoo-patents-on-interpreting-dynamic-page-urls,
https://www.seobythesea.com/2009/08/should-webmasters-pick-their-own-quicklinks-in-search-results/,should-webmasters-pick-their-own-quicklinks-in-search-results,2012-06-10T16:36:52+00:00,Should Webmasters Pick Their Own Quicklinks in Search Results?,2009-08-22T20:11:04+00:00,2012-06-10T11:36:52+00:00,Bill Slawski,archived,archive/posts/should-webmasters-pick-their-own-quicklinks-in-search-results,
https://www.seobythesea.com/2008/03/yahoo-automates-usability-consulting/,yahoo-automates-usability-consulting,2012-06-10T17:16:46+00:00,Yahoo Automates Usability Consulting,2008-03-03T23:56:00+00:00,2012-06-10T12:16:46+00:00,Bill Slawski,archived,archive/posts/yahoo-automates-usability-consulting,
https://www.seobythesea.com/2006/10/google-query-revision-strategies/,google-query-revision-strategies,2012-06-10T18:15:16+00:00,Google Query Revision Strategies,2006-10-13T15:00:14+00:00,2012-06-10T13:15:16+00:00,Bill Slawski,archived,archive/posts/google-query-revision-strategies,
https://www.seobythesea.com/2007/05/microsofts-userrank-query-independent-ranking-based-upon-user-logs/,microsofts-userrank-query-independent-ranking-based-upon-user-logs,2012-06-10T20:26:55+00:00,Microsoft's UserRank - Query Independent Ranking Based Upon User Logs,2007-05-20T18:50:49+00:00,2012-06-10T15:26:55+00:00,Bill Slawski,archived,archive/posts/microsofts-userrank-query-independent-ranking-based-upon-user-logs,
https://www.seobythesea.com/2007/08/google-fact-extraction-normalization-and-visualization/,google-fact-extraction-normalization-and-visualization,2012-06-10T22:29:34+00:00,"Google & Fact Extraction, Normalization, and Visualization",2007-08-25T12:54:55+00:00,2012-06-10T17:29:34+00:00,Bill Slawski,archived,archive/posts/google-fact-extraction-normalization-and-visualization,
https://www.seobythesea.com/2007/06/yahoo-patent-filings-on-indexing-and-advertising-using-geographic-boundaries/,yahoo-patent-filings-on-indexing-and-advertising-using-geographic-boundaries,2012-07-17T02:06:27+00:00,Yahoo Patent Filings on Indexing and Advertising Using Geographic Boundaries,2007-06-17T16:53:10+00:00,2012-07-16T21:06:27+00:00,Bill Slawski,archived,archive/posts/yahoo-patent-filings-on-indexing-and-advertising-using-geographic-boundaries,
https://www.seobythesea.com/2007/04/yahoo-contextual-advertisements-in-print-publications/,yahoo-contextual-advertisements-in-print-publications,2012-07-17T02:28:59+00:00,Yahoo! Contextual Advertisements in Print Publications,2007-04-12T08:30:44+00:00,2012-07-16T21:28:59+00:00,Bill Slawski,archived,archive/posts/yahoo-contextual-advertisements-in-print-publications,
https://www.seobythesea.com/2006/06/spam-email-filtering-based-upon-links/,spam-email-filtering-based-upon-links,2012-10-06T00:11:21+00:00,Spam Email Filtering Based Upon Links,2006-06-14T17:46:01+00:00,2012-10-05T19:11:21+00:00,Bill Slawski,archived,archive/posts/spam-email-filtering-based-upon-links,
https://www.seobythesea.com/2012/09/google-electronic-textbooks-collaborative-schooling/,google-electronic-textbooks-collaborative-schooling,2012-12-03T23:26:44+00:00,"Google, Electronic Textbooks, and Collaborative Schooling?",2012-09-03T14:22:13+00:00,2012-12-03T18:26:44+00:00,Bill Slawski,archived,archive/posts/google-electronic-textbooks-collaborative-schooling,
https://www.seobythesea.com/2007/01/search-articles-from-e-lis/,search-articles-from-e-lis,2013-02-08T22:59:04+00:00,Search Articles from E-LIS,2007-01-18T00:24:28+00:00,2013-02-08T17:59:04+00:00,Bill Slawski,archived,archive/posts/search-articles-from-e-lis,
https://www.seobythesea.com/2012/06/automate-patent-seo/,automate-patent-seo,2013-02-08T23:11:53+00:00,Can You Automate and Patent SEO?,2012-06-29T02:54:22+00:00,2013-02-08T18:11:53+00:00,Bill Slawski,archived,archive/posts/automate-patent-seo,
https://www.seobythesea.com/2012/05/microsoft-on-ranking-authors/,microsoft-on-ranking-authors,2013-02-09T16:53:54+00:00,Microsoft Weighs in on Ranking Authors in Social Networks,2012-05-11T07:31:38+00:00,2013-02-09T11:53:54+00:00,Bill Slawski,archived,archive/posts/microsoft-on-ranking-authors,
https://www.seobythesea.com/2012/04/panda-and-penguin-go-sledding/,panda-and-penguin-go-sledding,2013-02-09T16:57:19+00:00,Panda and Penguin go sledding,2012-04-27T16:50:08+00:00,2013-02-09T11:57:19+00:00,Bill Slawski,archived,archive/posts/panda-and-penguin-go-sledding,
https://www.seobythesea.com/2013/03/googles-user-activity-media-feed/,googles-user-activity-media-feed,2013-03-18T12:12:11+00:00,Google's Explores a User Activity Media Feed,2013-03-18T07:12:11+00:00,2013-03-18T07:12:11+00:00,Bill Slawski,archived,archive/posts/googles-user-activity-media-feed,
https://www.seobythesea.com/2012/06/future-seo-paid-ads-google-glasses/,future-seo-paid-ads-google-glasses,2013-05-05T05:31:33+00:00,Future SEO and Paid Ads with Google Glasses?,2012-06-01T10:28:38+00:00,2013-05-05T00:31:33+00:00,Bill Slawski,archived,archive/posts/future-seo-paid-ads-google-glasses,
https://www.seobythesea.com/2012/05/more-google-glasses-patents-beyond-the-design/,more-google-glasses-patents-beyond-the-design,2013-05-05T05:31:49+00:00,More Google Glasses Patents: Beyond the Design,2012-05-22T04:51:17+00:00,2013-05-05T00:31:49+00:00,Bill Slawski,archived,archive/posts/more-google-glasses-patents-beyond-the-design,
https://www.seobythesea.com/2012/05/google-glasses-design-patents-other-wearables/,google-glasses-design-patents-other-wearables,2013-05-05T05:32:12+00:00,Google Glasses Design Patents and Other Wearables,2012-05-15T08:45:27+00:00,2013-05-05T00:32:12+00:00,Bill Slawski,archived,archive/posts/google-glasses-design-patents-other-wearables,
https://www.seobythesea.com/2013/08/google-social-experience-cards/,google-social-experience-cards,2013-08-06T04:33:22+00:00,Are You Experienced? Google Patents Social Experience Cards,2013-08-05T23:22:21+00:00,2013-08-05T23:33:22+00:00,Bill Slawski,archived,archive/posts/google-social-experience-cards,
https://www.seobythesea.com/2012/01/ibm-assigns-patent-filings-to-google/,ibm-assigns-patent-filings-to-google,2013-09-23T20:05:15+00:00,IBM Assigns 217 More Patent Filings to Google including Wireless Phones and Javascript Widgets,2012-01-03T10:52:47+00:00,2013-09-23T15:05:15+00:00,Bill Slawski,archived,archive/posts/ibm-assigns-patent-filings-to-google,
https://www.seobythesea.com/2011/12/forget-siri-google-voice-phone-searches-may-display-results-on-tv/,forget-siri-google-voice-phone-searches-may-display-results-on-tv,2013-09-23T20:06:24+00:00,Forget Siri: Google Voice Phone Searches May Display Results on TV,2011-12-22T19:58:21+00:00,2013-09-23T15:06:24+00:00,Bill Slawski,archived,archive/posts/forget-siri-google-voice-phone-searches-may-display-results-on-tv,
https://www.seobythesea.com/2007/08/making-sense-of-search-queries-by-using-context/,making-sense-of-search-queries-by-using-context,2014-01-18T19:39:24+00:00,Making Sense of Search Queries by Using Context,2007-08-19T05:33:05+00:00,2014-01-18T14:39:24+00:00,Bill Slawski,archived,archive/posts/making-sense-of-search-queries-by-using-context,
https://www.seobythesea.com/2007/09/intels-mash-maker-now-in-technology-preview-release/,intels-mash-maker-now-in-technology-preview-release,2014-01-26T03:51:41+00:00,Intel's Mash Maker Now in Technology Preview Release,2007-09-19T09:25:24+00:00,2014-01-25T22:51:41+00:00,Bill Slawski,archived,archive/posts/intels-mash-maker-now-in-technology-preview-release,
https://www.seobythesea.com/2010/08/facebook-places-vs-yahoos-who-what-when-where-w4-communications-network-patent/,facebook-places-vs-yahoos-who-what-when-where-w4-communications-network-patent,2014-01-26T04:27:08+00:00,"Facebook Places vs. Yahoo's Who, What, When, Where (W4) Communications Network Patent?",2010-08-20T13:41:54+00:00,2014-01-25T23:27:08+00:00,Bill Slawski,archived,archive/posts/facebook-places-vs-yahoos-who-what-when-where-w4-communications-network-patent,
https://www.seobythesea.com/2007/01/on-rewriting-the-wealth-of-nations/,on-rewriting-the-wealth-of-nations,2014-01-26T20:23:39+00:00,On Rewriting the Wealth of Nations,2007-01-10T13:47:32+00:00,2014-01-26T15:23:39+00:00,Bill Slawski,archived,archive/posts/on-rewriting-the-wealth-of-nations,
https://www.seobythesea.com/2008/02/yahoo-on-segmenting-web-sites-into-topical-hierarchies/,yahoo-on-segmenting-web-sites-into-topical-hierarchies,2014-07-13T19:41:56+00:00,Yahoo on Segmenting Web Sites into Topical Hierarchies,2008-02-25T22:24:15+00:00,2014-07-13T14:41:56+00:00,Bill Slawski,archived,archive/posts/yahoo-on-segmenting-web-sites-into-topical-hierarchies,
https://www.seobythesea.com/2010/12/googles-acquisition-of-myriad-group-phone-patents/,googles-acquisition-of-myriad-group-phone-patents,2014-09-12T01:13:09+00:00,Google's Acquisition of Myriad Group Phone Patents,2010-12-20T15:44:11+00:00,2014-09-11T20:13:09+00:00,Bill Slawski,archived,archive/posts/googles-acquisition-of-myriad-group-phone-patents,
https://www.seobythesea.com/2006/11/microsoft-explains-duplicate-content-results-filtering/,microsoft-explains-duplicate-content-results-filtering,2014-12-19T23:36:02+00:00,Microsoft Explains Duplicate Content Results Filtering,2006-11-03T16:35:05+00:00,2014-12-19T18:36:02+00:00,Bill Slawski,archived,archive/posts/microsoft-explains-duplicate-content-results-filtering,
https://www.seobythesea.com/2010/01/virginia-seo-and-internet-marketing-meetup-for-small-business/,virginia-seo-and-internet-marketing-meetup-for-small-business,2015-02-23T02:10:56+00:00,Virginia SEO and Internet Marketing Meetup for Small Business,2010-01-25T14:38:52+00:00,2015-02-22T18:10:56+00:00,Bill Slawski,archived,archive/posts/virginia-seo-and-internet-marketing-meetup-for-small-business,
https://www.seobythesea.com/2015/08/how-google-may-use-google-to-improve-reviews-of-goods-and-services/,how-google-may-use-google-to-improve-reviews-of-goods-and-services,2015-08-13T18:47:53+00:00,How Google May Use Google+ to Improve Reviews of Goods and Services,2015-08-13T11:47:53+00:00,2015-08-13T11:47:53+00:00,Bill Slawski,archived,archive/posts/how-google-may-use-google-to-improve-reviews-of-goods-and-services,
https://www.seobythesea.com/2006/11/dodgeball-patent-application-location-and-mobile-based-social-software-bringing-assisted-serendipity/,dodgeball-patent-application-location-and-mobile-based-social-software-bringing-assisted-serendipity,2015-10-22T17:54:18+00:00,Dodgeball Patent Application: Location and Mobile Based Social Software Bringing Assisted Serendipity,2006-11-30T12:22:18+00:00,2015-10-22T10:54:18+00:00,Bill Slawski,archived,archive/posts/dodgeball-patent-application-location-and-mobile-based-social-software-bringing-assisted-serendipity,
https://www.seobythesea.com/2011/06/google-to-broker-know-how-with-virtual-money-and-anonymous-users/,google-to-broker-know-how-with-virtual-money-and-anonymous-users,2015-10-23T17:12:01+00:00,Google to Broker Know-How with Virtual Money and Anonymous Users?,2011-06-24T14:29:52+00:00,2015-10-23T10:12:01+00:00,Bill Slawski,archived,archive/posts/google-to-broker-know-how-with-virtual-money-and-anonymous-users,
https://www.seobythesea.com/2006/03/new-google-patent-applications/,new-google-patent-applications,2015-10-26T02:21:51+00:00,New Google patent applications,2006-03-31T16:04:32+00:00,2015-10-25T19:21:51+00:00,Bill Slawski,archived,archive/posts/new-google-patent-applications,
https://www.seobythesea.com/2006/05/google-notebook-released/,google-notebook-released,2015-10-26T02:26:14+00:00,Google Notebook Released,2006-05-16T02:06:07+00:00,2015-10-25T19:26:14+00:00,Bill Slawski,archived,archive/posts/google-notebook-released,
https://www.seobythesea.com/2007/07/google-alerts-for-new-results-from-old-searches/,google-alerts-for-new-results-from-old-searches,2015-11-05T00:47:26+00:00,Google Alerts for New Results from Old Searches,2007-07-14T21:26:26+00:00,2015-11-04T16:47:26+00:00,Bill Slawski,archived,archive/posts/google-alerts-for-new-results-from-old-searches,
https://www.seobythesea.com/2010/08/how-google-might-fight-web-spam-based-upon-classifications-and-click-data/,how-google-might-fight-web-spam-based-upon-classifications-and-click-data,2015-11-28T18:48:39+00:00,How Google Might Fight Web Spam Based upon Classifications and Click Data,2010-08-03T10:32:44+00:00,2015-11-28T10:48:39+00:00,Bill Slawski,archived,archive/posts/how-google-might-fight-web-spam-based-upon-classifications-and-click-data,
https://www.seobythesea.com/2010/10/how-google-may-use-categories-as-a-search-ranking-factor/,how-google-may-use-categories-as-a-search-ranking-factor,2015-11-28T19:16:51+00:00,How Google May Use Categories as a Search Ranking Factor,2010-10-12T17:16:44+00:00,2015-11-28T11:16:51+00:00,Bill Slawski,archived,archive/posts/how-google-may-use-categories-as-a-search-ranking-factor,
https://www.seobythesea.com/2010/07/how-and-why-google-might-estimate-the-number-of-users-behind-an-ip-address/,how-and-why-google-might-estimate-the-number-of-users-behind-an-ip-address,2015-11-28T19:23:38+00:00,How and Why Google Might Estimate the Number of Users Behind an IP Address,2010-07-25T12:26:07+00:00,2015-11-28T11:23:38+00:00,Bill Slawski,archived,archive/posts/how-and-why-google-might-estimate-the-number-of-users-behind-an-ip-address,
https://www.seobythesea.com/2006/11/local-search-at-rest-and-local-in-motion/,local-search-at-rest-and-local-in-motion,2015-11-29T01:22:47+00:00,"Local Search at Rest, and Local in Motion",2006-11-08T13:03:28+00:00,2015-11-28T17:22:47+00:00,Bill Slawski,archived,archive/posts/local-search-at-rest-and-local-in-motion,
https://www.seobythesea.com/2008/02/microsoft-on-personalized-phone-portals/,microsoft-on-personalized-phone-portals,2015-12-15T18:08:56+00:00,Microsoft on Personalized Phone Portals,2008-02-12T10:08:49+00:00,2015-12-15T10:08:56+00:00,Bill Slawski,archived,archive/posts/microsoft-on-personalized-phone-portals,
https://www.seobythesea.com/2009/09/google-subscribed-links-patent-why-do-some-onebox-results-require-no-subscription/,google-subscribed-links-patent-why-do-some-onebox-results-require-no-subscription,2016-01-10T19:59:35+00:00,Google Subscribed Links Patent: Why Do Some OneBox Results Require No Subscription?,2009-09-23T13:56:05+00:00,2016-01-10T11:59:35+00:00,Bill Slawski,archived,archive/posts/google-subscribed-links-patent-why-do-some-onebox-results-require-no-subscription,
https://www.seobythesea.com/2010/02/google-book-search-patent-offers-copyright-protection-not-censorship/,google-book-search-patent-offers-copyright-protection-not-censorship,2016-01-10T20:17:38+00:00,"Google Book Search Patent Offers Copyright Protection, Not Censorship",2010-02-16T14:16:11+00:00,2016-01-10T12:17:38+00:00,Bill Slawski,archived,archive/posts/google-book-search-patent-offers-copyright-protection-not-censorship,
https://www.seobythesea.com/2008/01/nominations-for-semmys-and-thanks-for-sej-awards/,nominations-for-semmys-and-thanks-for-sej-awards,2016-01-11T20:48:11+00:00,Nominations for Semmys and Thanks for SEJ Awards,2008-01-14T11:52:06+00:00,2016-01-11T12:48:11+00:00,Bill Slawski,archived,archive/posts/nominations-for-semmys-and-thanks-for-sej-awards,
https://www.seobythesea.com/2012/06/buddies-people-who-know-bing-social-searches/,buddies-people-who-know-bing-social-searches,2016-03-14T15:29:00+00:00,How Buddies and People Who Know are Selected for Bing Social Searches,2012-06-27T03:46:59+00:00,2016-03-14T08:29:00+00:00,Bill Slawski,archived,archive/posts/buddies-people-who-know-bing-social-searches,
https://www.seobythesea.com/2007/01/google-asks-can-you-hear-me-now/,google-asks-can-you-hear-me-now,2016-03-14T21:32:55+00:00,Google Asks 'Can You Hear Me Now',2007-01-05T01:48:47+00:00,2016-03-14T14:32:55+00:00,Bill Slawski,archived,archive/posts/google-asks-can-you-hear-me-now,
https://www.seobythesea.com/2007/10/yahoo-query-revisions-based-upon-anchor-text-pointing-to-search-results/,yahoo-query-revisions-based-upon-anchor-text-pointing-to-search-results,2016-03-30T23:52:12+00:00,Yahoo Query Revisions Based upon Anchor Text Pointing to Search Results,2007-10-30T01:56:51+00:00,2016-03-30T16:52:12+00:00,Bill Slawski,archived,archive/posts/yahoo-query-revisions-based-upon-anchor-text-pointing-to-search-results,
https://www.seobythesea.com/2012/05/how-google-might-disassociate-webspam-from-content/,how-google-might-disassociate-webspam-from-content,2016-03-31T00:37:11+00:00,How Google Might Disassociate Webspam from Content,2012-05-08T05:30:57+00:00,2016-03-30T17:37:11+00:00,Bill Slawski,archived,archive/posts/how-google-might-disassociate-webspam-from-content,
https://www.seobythesea.com/2014/09/ranking-signal-better-https-foaf-markup-searcher-searched-author-connected/,ranking-signal-better-https-foaf-markup-searcher-searched-author-connected,2016-03-31T00:37:38+00:00,"What Ranking Signal is Better, HTTPS or FOAF markup, when Searcher and Searched Author are Connected?",2014-09-09T09:58:04+00:00,2016-03-30T17:37:38+00:00,Bill Slawski,archived,archive/posts/ranking-signal-better-https-foaf-markup-searcher-searched-author-connected,
https://www.seobythesea.com/2008/11/google-to-help-content-creators-find-unauthorized-duplicated-text-images-audio-and-video/,google-to-help-content-creators-find-unauthorized-duplicated-text-images-audio-and-video,2016-03-31T01:26:51+00:00,"Google to Help Content Creators Find Unauthorized Duplicated Text, Images, Audio, and Video?",2008-11-21T02:08:31+00:00,2016-03-30T18:26:51+00:00,Bill Slawski,archived,archive/posts/google-to-help-content-creators-find-unauthorized-duplicated-text-images-audio-and-video,
https://www.seobythesea.com/2007/05/yahoo-information-navigation-interface/,yahoo-information-navigation-interface,2016-04-03T03:30:19+00:00,Yahoo Information Navigation Interface,2007-05-07T08:34:11+00:00,2016-04-02T20:30:19+00:00,Bill Slawski,archived,archive/posts/yahoo-information-navigation-interface,
https://www.seobythesea.com/2010/06/teaching-computers-to-read-newspapers-how-a-search-engine-might-use-ocr-to-index-complex-printed-pages/,teaching-computers-to-read-newspapers-how-a-search-engine-might-use-ocr-to-index-complex-printed-pages,2016-04-27T20:17:05+00:00,Teaching Computers to Read Newspapers: How a Search Engine Might Use OCR to Index Complex Printed Pages,2010-06-23T14:45:56+00:00,2016-04-27T13:17:05+00:00,Bill Slawski,archived,archive/posts/teaching-computers-to-read-newspapers-how-a-search-engine-might-use-ocr-to-index-complex-printed-pages,
